"['ENJ/BTC', False]","['ENJ/ETH', True]","['ETH/BTC', True]"
"['ENJ/ETH', False]","['ENJ/BTC', True]","['ETH/BTC', False]"
"['ENQ/BTC', False]","['ENQ/USDT', True]","['BTC/USDT', False]"
"['ENQ/USDT', False]","['ENQ/BTC', True]","['BTC/USDT', True]"
"['EOS/BTC', False]","['EOS/ETH', True]","['ETH/BTC', True]"
"['EOS/BTC', False]","['EOS/KCS', True]","['KCS/BTC', True]"
"['EOS/BTC', False]","['EOS/USDC', True]","['BTC/USDC', False]"
"['EOS/BTC', False]","['EOS/USDT', True]","['BTC/USDT', False]"
"['EOS/ETH', False]","['EOS/BTC', True]","['ETH/BTC', False]"
"['EOS/ETH', False]","['EOS/KCS', True]","['ETH/KCS', False]"
"['EOS/ETH', False]","['EOS/KCS', True]","['KCS/ETH', True]"
"['EOS/ETH', False]","['EOS/USDC', True]","['ETH/USDC', False]"
"['EOS/ETH', False]","['EOS/USDT', True]","['ETH/USDT', False]"
"['EOS/KCS', False]","['EOS/BTC', True]","['KCS/BTC', False]"
"['EOS/KCS', False]","['EOS/ETH', True]","['ETH/KCS', True]"
"['EOS/KCS', False]","['EOS/ETH', True]","['KCS/ETH', False]"
"['EOS/KCS', False]","['EOS/USDC', True]","['KCS/USDC', False]"
"['EOS/KCS', False]","['EOS/USDT', True]","['KCS/USDT', False]"
"['EOS/USDC', False]","['EOS/BTC', True]","['BTC/USDC', True]"
"['EOS/USDC', False]","['EOS/ETH', True]","['ETH/USDC', True]"
"['EOS/USDC', False]","['EOS/KCS', True]","['KCS/USDC', True]"
"['EOS/USDC', False]","['EOS/USDT', True]","['USDC/USDT', False]"
"['EOS/USDC', False]","['EOS/USDT', True]","['USDT/USDC', True]"
"['EOS/USDT', False]","['EOS/BTC', True]","['BTC/USDT', True]"
"['EOS/USDT', False]","['EOS/ETH', True]","['ETH/USDT', True]"
"['EOS/USDT', False]","['EOS/KCS', True]","['KCS/USDT', True]"
"['EOS/USDT', False]","['EOS/USDC', True]","['USDC/USDT', True]"
"['EOS/USDT', False]","['EOS/USDC', True]","['USDT/USDC', False]"
"['ETC/BTC', False]","['ETC/ETH', True]","['ETH/BTC', True]"
"['ETC/BTC', False]","['ETC/USDT', True]","['BTC/USDT', False]"
"['ETC/ETH', False]","['ETC/BTC', True]","['ETH/BTC', False]"
"['ETC/ETH', False]","['ETC/USDT', True]","['ETH/USDT', False]"
"['ETC/USDT', False]","['ETC/BTC', True]","['BTC/USDT', True]"
"['ETC/USDT', False]","['ETC/ETH', True]","['ETH/USDT', True]"
"['ETH/BTC', False]","['ETH/DAI', True]","['BTC/DAI', False]"
"['ETH/BTC', False]","['ETH/PAX', True]","['BTC/PAX', False]"
"['ETH/BTC', False]","['ETH/TUSD', True]","['BTC/TUSD', False]"
"['ETH/BTC', False]","['ETH/USDC', True]","['BTC/USDC', False]"
